id,timestamp_utc,anon_user_id,phase,post_type,target_event_id,target_anon_user_id,emotion_gemma_4_31b,emotion_gpt_5,emotion_gpt_5_4,human_emotion_labels,human_emotion_modal,institution_type_gpt5mini,institution_type_final,manual_reporting_status,manual_first_person,manual_motive_codes,manual_motive_parent_categories
e_c043b8f330454f5dae34df743a9243e2,2021-12-27T19:10Z,u_4ad6aa2d650348208e38baae87e3d861,phase_2,retweet,e_8e796811ae96407e8614dddfe285a5b6,u_83e9bc06f6444bdeb8a3c77f2bc404c3,joy,,,[],,personal,personal,,,[],[]
e_ee59c8799ac44b6cbab987f7acbca40c,2021-12-27T19:09Z,u_e38571aafb5a49ed8da7b9118ea1531d,phase_2,post,,,sadness,,,[],,ngo,ngo,,false,[],[]
e_35f6a77a86c5477aa2e98f91e79675a2,2021-12-27T18:55Z,u_b251df2c9b9640c6a85e24ec4aeacd26,phase_2,retweet,e_08e79a0058194f6ea2e2431b2accbb31,u_93bc5f458a404039a6fb703d9fb47a3f,anger,,,[],,personal,personal,,,[],[]
e_0bab456583e646508d7252a633009781,2021-12-27T18:58Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_8b611828012b497fb79a50b1c1de0b11,u_4e38bcee8dcb4e1087d479592d219f12,fear,,,[],,personal,personal,,,[],[]
e_7345db60e3b04f97a29b9d14cf125d41,2021-12-27T19:20Z,u_70d89ba491934f71ac236d101dbe2894,phase_2,retweet,e_a1b9578ffe1649d7897f24cfbb1b1346,u_70d89ba491934f71ac236d101dbe2894,anger,,,[],,unknown,personal,,,[],[]
e_a1b9578ffe1649d7897f24cfbb1b1346,2021-12-27T19:16Z,u_70d89ba491934f71ac236d101dbe2894,phase_2,reply,e_3c989a1b40a84048890613d2dfae29c2,u_e7a688caf2204cd5beb212d7a9cbe37f,anger,,,[],,unknown,personal,,false,[],[]
e_1d9b0bee13aa4048b7245ddb590302b4,2021-12-27T18:54Z,u_ae772f0017aa423f8fa8644818541496,phase_2,retweet,e_87d4854ff5e847f89f4167db80d16522,u_9e43d3bc45014fdfb278a5c7e2723863,neutral,,,[],,personal,personal,,,[],[]
e_3a1f3c2d29134dc9ad9582545d9fedc4,2021-12-27T19:08Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_3f489bef4ca84bbcae80a00602aa09de,u_6c04a0a354b843ffbae1ffa8e53abd25,anger,,,[],,personal,personal,,,[],[]
e_17dce8ceaafd4ba09d03a1d22d9e3b1c,2021-12-27T19:14Z,u_8912b9b1f9d842bcb218f38f8657705f,phase_2,retweet,e_b842b2b8762c4b21a259295859609033,u_ed5e09c48d8648cc9e0f3650447f4500,anger,,,[],,personal,personal,,,[],[]
e_0a2eed415d414e8ba935f531b1f35675,2021-12-27T19:02Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_0acc2047000242b6aa3924a08827b597,u_210e59d0d5e745aeaa6c4d129dc6ac0d,sadness,,,[],,personal,personal,,,[],[]
e_1833df6516934ef6a7eee9ac1fde1ff1,2021-12-27T19:22Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_9316a74961564442a27a8ea9ce255bc9,u_a121002c198d4c9ea2aeb1968f1a6029,sadness,,,[],,personal,personal,,,[],[]
e_e3c45af83e174146859471e863ac174d,2021-12-27T18:56Z,u_39a5d39c99464816aea0aa3511f80048,phase_2,retweet,e_48e9099f9f5f42549ea90cfeed181f52,u_4f9a810ba53c4bec921f7c7a6809a808,joy,,,[],,personal,personal,,,[],[]
e_a39c5ed1823a4273892e777db3ff4e39,2021-12-27T18:59Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_9af914e81d814d6a97d157e93feee526,u_841361262d6349719cd06190c5ccb375,fear,,,[],,personal,personal,,,[],[]
e_7d8692e50a184c3eba9fd5940c61000e,2021-12-27T19:08Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_39a62e84be1247378e20c2e51eec2830,u_808c3ebcb40044a88a5ff2c370359731,disgust,,,[],,personal,personal,,,[],[]
e_5f137839c09f4847ace3b3b18f15cb7a,2021-12-27T19:22Z,u_2503de47060843aea8b750e28e0dec79,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_561f98b437a04e6696a9223e4875c8ed,2021-12-27T19:14Z,u_aa1cf28a011b4bf1accaba6354d50c71,phase_2,retweet,e_2ed20833eaee406c8a0e32fe3951be27,u_904d2372c5434abfb9a02a452809e2f3,sadness,,,[],,personal,personal,,,[],[]
e_35fc872b89b848ab8ecb80144ae4d29f,2021-12-27T19:00Z,u_11f0bdddef5c41b4b434198cd59599ca,phase_2,retweet,e_2ed20833eaee406c8a0e32fe3951be27,u_904d2372c5434abfb9a02a452809e2f3,sadness,,,[],,personal,personal,,,[],[]
e_986237af83c640ef87925ee4023c1036,2021-12-27T19:17Z,u_c6feafe4cd9047169bdafaf51d0bf506,phase_2,retweet,e_08e79a0058194f6ea2e2431b2accbb31,u_93bc5f458a404039a6fb703d9fb47a3f,anger,,,[],,personal,personal,,,[],[]
e_46c21b060b5a475688e8520e65d9bde8,2021-12-27T19:03Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_86b869a5a980455d9071682b45d203bf,u_5e85edb9078a41a6b7b598b45ccf7416,fear,,,[],,personal,personal,,,[],[]
e_09ab2c3a7f464d2baebfa9e2c88253ae,2021-12-27T19:01Z,u_090bb8a28c3d46bdb6125dc077499e91,phase_2,retweet,e_f91f344aa4e8452c800885dbac5357fe,u_5aa8415b7b7c40a286759b0f217abbaa,trust,,,[],,personal,personal,,,[],[]
e_369aeb64bde643abac9e033b97ac45f0,2021-12-27T18:50Z,u_bef7e1dbbc7545ef8c3f4e402c7d1176,phase_2,retweet,e_3902c7b292ae4188a27ecdf6a10bf68a,u_ca97f44a78a1487f95398a7938f24498,joy,,,[],,personal,personal,,,[],[]
e_fec03359a2b94878ad2b9a76a5e64ae2,2021-12-27T19:03Z,u_808c3ebcb40044a88a5ff2c370359731,phase_2,retweet,e_08e79a0058194f6ea2e2431b2accbb31,u_93bc5f458a404039a6fb703d9fb47a3f,anger,,,[],,personal,personal,,,[],[]
e_3ac5b122aee1472ca1c1a5354139ec1c,2021-12-27T19:00Z,u_96905df455be4288ab02f8c6c379017e,phase_2,retweet,e_d7347f86f38c4ce59558cfc0d4b87b27,u_f182a1b3444d4416abc807f11bb132e1,neutral,,,[],,personal,personal,,,[],[]
e_6822023961d64c9c9b5a386c19dba332,2021-12-27T18:50Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_0c1804d97bfb41fcafd6cf5411f13a4b,u_272024f910b1462eb36526cf04b457b7,sadness,,,[],,personal,personal,,,[],[]
e_a97c0322e7df463d9d45d93863ceab65,2021-12-27T18:56Z,u_4327a2315a8946899e7c94d3215bd6a1,phase_2,retweet,e_3178c12a631f4f22940ac809f1e30ace,u_92a484c576134b109f06a3f070fb6188,joy,,,[],,personal,personal,,,[],[]
e_6166b331c3654c02a0cad471bdfe5fc8,2021-12-27T18:56Z,u_e5a6ffd610144ccda276d26bfdc3c152,phase_2,post,,,disgust,,,[],,personal,personal,,false,[],[]
e_a9c64a571267421192a9a55f80139539,2021-12-27T19:15Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_f2c6591c59cd48b0bb35bc48d5ed48c6,u_57a6d06983f242938b0249017b1c44fb,sadness,,,[],,personal,personal,,,[],[]
e_ae128cda341d41409607e5053c7db065,2021-12-27T18:56Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_9decb0e68453489fb9530f22d198bed4,u_d7b630b2965343beb0b60603103774d1,joy,,,[],,personal,personal,,,[],[]
e_93a7d06abff94ce2977b95f4c1fe97b6,2021-12-27T18:54Z,u_b2f9a8889cbd40e0919a90fcdbf49b4e,phase_2,retweet,e_08e79a0058194f6ea2e2431b2accbb31,u_93bc5f458a404039a6fb703d9fb47a3f,anger,,,[],,unknown,personal,,,[],[]
e_57d54bc154bd4da68e1edcc6cf59f164,2021-12-27T19:03Z,u_7be6d6574c814fcd95facaab1bff5eea,phase_2,retweet,e_86834b9371024823a8a961cd6696149d,u_e11838bfac39496e9e7c2af0c0244cb3,fear,,,[],,personal,personal,,,[],[]
e_0a6e40c3f2ee47ebaf57917982dab264,2021-12-27T19:14Z,u_975f58c2e921488483f54c919b5ece40,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_b6729d5c55214060ad6d7e03ee11f92a,2021-12-27T18:52Z,u_3f2d9bf7577147009921a136b0eac1e8,phase_2,retweet,e_08e79a0058194f6ea2e2431b2accbb31,u_93bc5f458a404039a6fb703d9fb47a3f,anger,,,[],,personal,personal,,,[],[]
e_54666cc2d4c94f1aaaef86f324dfaf0d,2021-12-27T19:12Z,u_dceb62e911ef4a99a4354a5b608d0917,phase_2,retweet,e_8e796811ae96407e8614dddfe285a5b6,u_83e9bc06f6444bdeb8a3c77f2bc404c3,joy,,,[],,personal,personal,,,[],[]
e_8e1807ac249b4222ba16e86dec1dada2,2021-12-27T19:08Z,u_c601091d6d7d4dceb18bf509a574924c,phase_2,retweet,e_b01bc6051efd4bb1b8c2b27d0b4dcb6a,u_2fd0357134a74972b123a61c21dd2ecb,trust,,,[],,personal,personal,,,[],[]
e_0bea77cae88448a98d8c10bcce55cf31,2021-12-27T19:08Z,u_cc63bdf134e040e197d4cc7d9a16f764,phase_2,retweet,e_def151fd0c48457f98d61e6d4144bd7d,u_f63a3472a00c4e1e8050e4d434e93639,anger,,,[],,personal,personal,,,[],[]
e_7b81e3af7fd8458fa091a24a96f41ead,2021-12-27T19:13Z,u_15eb9d5fd0754a8e972ae8f9bfc1e5c2,phase_2,retweet,e_656961093bfb48c08d5a77db00035f5c,u_9b0ad07a145a44809c75af2f03bd8e9c,disgust,,,[],,personal,personal,,,[],[]
e_76b5f4220f5f44c78e7252fac23252eb,2021-12-27T18:52Z,u_9d4735d7ab2741ba811489fceff876d3,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_294b22ff83d34277805c9c90bd32857e,2021-12-27T18:48Z,u_9ee3b6b5734241e4a0179b532b39f2f7,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_08ebf7e5f2af403a90ea4de3126b7fd2,2021-12-27T18:57Z,u_04b8ef51052d40549bcee445930697fb,phase_2,retweet,e_656961093bfb48c08d5a77db00035f5c,u_9b0ad07a145a44809c75af2f03bd8e9c,disgust,,,[],,unknown,personal,,,[],[]
e_0bc116e411a4466c9c0737acafc1ea52,2021-12-27T18:58Z,u_a2ac4f0d595a4b20a1ec62f499750953,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_ec2d45ce59f84e28987a685d30419c86,2021-12-27T18:51Z,u_d01639ce904f40798f087b1a7f6ab12c,phase_2,retweet,e_bc1ed799c7bb49768c42cd5b0a3eb42a,u_924b67dea7404ce49ff9c659debd4789,anger,,,[],,personal,personal,,,[],[]
e_8e093b1486d44875a3a61d1614e5829d,2021-12-27T19:05Z,u_a2ac4f0d595a4b20a1ec62f499750953,phase_2,post,,,sadness,sadness,sadness,"[""sadness"",""sadness"",""sadness"",""sadness"",""sadness"",""sadness"",""sadness""]",sadness,personal,personal,not_reported,true,"[""0""]",[]
e_a30422d0a3f24cc3984d3f16877fd6e4,2021-12-27T18:46Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_e4787dc0fe2f4f73bd368e43dd3fe9fe,u_21da67e3a63943f1913c803aec456cd9,sadness,,,[],,personal,personal,,,[],[]
e_2a0b262dc50640cc8cda4531d19668b2,2021-12-27T19:01Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_05abdcdac84747e688a5ddcc2b9e18d2,u_5e75d46047d84830bc73c46c93b23bad,anger,,,[],,personal,personal,,,[],[]
e_7d438e0c2a92416d8c6ae8d181f68597,2021-12-27T19:10Z,u_5c1ca4538b00438e80ccf5ce20fa7b85,phase_2,retweet,e_2ed20833eaee406c8a0e32fe3951be27,u_904d2372c5434abfb9a02a452809e2f3,sadness,,,[],,personal,personal,,,[],[]
e_762285a9b5d040298b44e8cba1c24000,2021-12-27T18:52Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_79c932498283457c9632ff52aa7e8642,u_b714db14e74140588f7ffdd00f8f5eeb,sadness,,,[],,personal,personal,,,[],[]
e_8d66da8ae0dc4a4d8259d10b4e71d2af,2021-12-27T19:06Z,u_a6eced4cd7584aa3a2b3d89e29a879c7,phase_2,retweet,e_d2767b74f0c94000bfa7291a66d413f1,u_07964107d4b94beabf946aaa44f51496,neutral,,,[],,personal,personal,,,[],[]
e_3a4e012b66a9453d86926a1b4675a587,2021-12-27T19:05Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_7073e50e7d354b01893725dac98f83b6,u_5c12fde18b684fb48d04e1663c6d6b4c,anger,,,[],,personal,personal,,,[],[]
e_44e588424dcf4b1f8960b1d0d800d926,2021-12-27T18:57Z,u_c83eeb29e72f48b5a21f82b913c4f41b,phase_2,retweet,e_0cae9db10ac344a1ad52f970b1c17c2f,u_6f7bc325b48f46ce8fd2a7b771fc2146,anger,,,[],,personal,personal,,,[],[]
e_71b51a71f3734859a377572e12522014,2021-12-27T18:52Z,u_ef5df5d8ac384421a23734d8ed9e75d6,phase_2,retweet,e_0ba71f6b94544cdf8d9063eea940ab26,u_2ca39b18a2ec4f579ac8bfd692e4bc4d,anger,,,[],,personal,personal,,,[],[]
e_cfe57e97f69f4ae6b76b58604b4e80e0,2021-12-27T18:48Z,u_ef5df5d8ac384421a23734d8ed9e75d6,phase_2,retweet,e_48e9099f9f5f42549ea90cfeed181f52,u_4f9a810ba53c4bec921f7c7a6809a808,joy,,,[],,personal,personal,,,[],[]
e_ef6580c8afa546aa99a270bbfad8ccb5,2021-12-27T18:49Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_c4854ab5770c41bf93e1c5012d787d15,u_e73663a9dcde44c99ec6003860a0192d,trust,,,[],,personal,personal,,,[],[]
e_aaf1b31e315b4ae99938b10677bfa06a,2021-12-27T18:53Z,u_3600161ddabb486da9a903c6d2b85664,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,personal,personal,,,[],[]
e_dfc5fc3f3efa4fb6aaf695d82132ec37,2021-12-27T18:48Z,u_ef5df5d8ac384421a23734d8ed9e75d6,phase_2,retweet,e_4b5f24d2545e42c7837ebd4ed11192a3,u_89e35a81373d411397669377a15bde0d,disgust,,,[],,personal,personal,,,[],[]
e_4e889f7bba0c43a7966bc4efaa3a2353,2021-12-27T18:44Z,u_a8225ec5f56b482881d4943ba5010756,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,personal,personal,,,[],[]
e_d7347f86f38c4ce59558cfc0d4b87b27,2021-12-27T18:59Z,u_f182a1b3444d4416abc807f11bb132e1,phase_2,post,,,neutral,,,[],,media,media,,false,[],[]
e_7d80afe2755847b28e1a44049396f21b,2021-12-27T18:48Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_972131cfc6354e22a4087926deae5365,u_7e160e3df3d04881a1b1b146efa1333b,sadness,,,[],,personal,personal,,,[],[]
e_24a4f18c1ef34ec6ac889877260756a1,2021-12-27T19:14Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_c5bf3c3250094ff19ddf244bc827a89f,u_16d5063224e2451fa7f98114091a941a,sadness,,,[],,personal,personal,,,[],[]
e_d03acfa96fd243a9a8097b30de2f6cdc,2021-12-27T18:48Z,u_9b1c5e7c31d8404bb5ec896109258ac5,phase_2,post,,,anger,,,[],,personal,personal,,false,[],[]
e_f6e4fc6643a24386aea6a29e8dc4f964,2021-12-27T18:51Z,u_ff1e548848624eb094f98adecb1d0105,phase_2,retweet,e_3855a46a77f94b8cb3f39f0f88a601fb,u_46a66d06f9f143a881bb16f0c3c2e0bd,sadness,,,[],,unknown,personal,,,[],[]
e_88763f4771cf4f1eb08ed0481259185b,2021-12-27T18:52Z,u_1e06d31a68d34f4d8b65be6b789ba8d6,phase_2,post,,,anger,,,[],,personal,personal,reported,true,[],[]
e_2c82a78c10ca45da9847d9931560da79,2021-12-27T18:53Z,u_4a518de783714d26a1909995d81e0e1b,phase_2,retweet,e_90b3d76a4e0147bcbb27cb7894fd1a39,u_c566b0eaf48545aaaeb3b508c32e1d7a,anger,,,[],,personal,personal,,,[],[]
e_9cefc3bb2da54b2c9782476f78775db6,2021-12-27T18:48Z,u_293fa79ba7034bca874d1b3f016a1d8a,phase_2,retweet,e_9b63da82060d42daacb90577c6336149,u_502d6d2c977c46e59350b5140bbfc1bd,fear,,,[],,personal,personal,,,[],[]
e_80c99757f2a14132ac646767b497ba1b,2021-12-27T19:05Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_a78cc5c7fa8546138d3be883a1a89b0f,u_cc461efd4f2b43d9a35232be063df7d0,sadness,,,[],,personal,personal,,,[],[]
e_22df7f41292d4d8289acc937676b879e,2021-12-27T18:53Z,u_72f435e07371418a920b71ddcb8070b5,phase_2,retweet,e_802c069d055f41aebaa974b0faf3c2f9,u_7b008576fa9e42b9a2c45fbd5d16ecee,trust,,,[],,personal,personal,,,[],[]
e_54398c132192474d9e735849a74fa3a4,2021-12-27T18:48Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_f9440d61071143cbac551622d87ac3bf,u_b127debb03ca4583b788a5fffd863265,anger,,,[],,personal,personal,,,[],[]
e_5e3445128ca141b5b23f66a68b194d24,2021-12-27T19:07Z,u_8912b9b1f9d842bcb218f38f8657705f,phase_2,post,,,anger,,,[],,personal,personal,,false,[],[]
e_6ea2f10d7e194abcbbb88d9498e0c67c,2021-12-27T18:59Z,u_8918f67f37214b02967f4b8b2e62c6a0,phase_2,retweet,e_53e36128ba5a4db89b5c5850c801cce7,u_7e6be9c2a6384f5587ccd46b149d7b3b,sadness,,,[],,personal,personal,,,[],[]
e_be6e91455f874ca0bc08a74fa3031c84,2021-12-27T18:42Z,u_da2bfec40a484ca0bc43842754412ed4,phase_2,reply,e_4e55f35c0272410a9d31fe1b189c4f57,u_ba7cc6cb40b84eb0b79b78dc455e20cd,surprise,,,[],,personal,personal,,false,[],[]
e_699837c668784742945b65212918bf2b,2021-12-27T19:04Z,u_cc91132323684c33a1e37f0cf77b033c,phase_2,retweet,e_e5b5f1c8e6f84ea7b053b9b73bbb5850,u_4f9a810ba53c4bec921f7c7a6809a808,anger,,,[],,personal,personal,,,[],[]
e_f0eb9f7bb3b74311a6fc1741e91ed1ad,2021-12-27T19:04Z,u_936a1a75a9394b86bc3149b691804e5e,phase_2,retweet,e_271f92ead3964a9192acb6c429539f5b,u_223c3c051d0645bd904b76f6153b00aa,neutral,,,[],,personal,personal,,,[],[]
e_746f52bf537a44b8a8899be659f505c6,2021-12-27T18:47Z,u_de41c76c981c423db850114cae98222c,phase_2,post,,,sadness,,,[],,personal,personal,,false,[],[]
e_bf3604e537e347b880675850e2757720,2021-12-27T18:56Z,u_936a1a75a9394b86bc3149b691804e5e,phase_2,retweet,e_86834b9371024823a8a961cd6696149d,u_e11838bfac39496e9e7c2af0c0244cb3,fear,,,[],,personal,personal,,,[],[]
e_99fcf6ad9c814ad28b1f9d61aebdbbb7,2021-12-27T19:02Z,u_8912b9b1f9d842bcb218f38f8657705f,phase_2,retweet,e_cb84188082574c4ca3dc6e783a33e747,u_2de96dc0ff784ff684895e67c777f5ec,fear,,,[],,personal,personal,,,[],[]
e_61fbda30936d4fb5a6a1350988e39bed,2021-12-27T19:01Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_6bffad50f6cd475ca066f16547fd878f,u_6f7bc325b48f46ce8fd2a7b771fc2146,sadness,,,[],,personal,personal,,,[],[]
e_624af8c9a6984ee7a19061a59733d948,2021-12-27T18:41Z,u_5eed6b6f60f24df3b3ded449a14c7076,phase_2,retweet,e_8e796811ae96407e8614dddfe285a5b6,u_83e9bc06f6444bdeb8a3c77f2bc404c3,joy,,,[],,personal,personal,,,[],[]
e_4c8d3141126c417897da277f892d0a52,2021-12-27T18:56Z,u_ce594c44936d406b85771598b52fa3c3,phase_2,retweet,e_a78cc5c7fa8546138d3be883a1a89b0f,u_cc461efd4f2b43d9a35232be063df7d0,sadness,,,[],,personal,personal,,,[],[]
e_070dd0ba0800455884a620c8ac05dc9b,2021-12-27T19:10Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_6247151724bf49368b3e1b3dca922f3f,u_ca97f44a78a1487f95398a7938f24498,anger,,,[],,personal,personal,,,[],[]
e_1aa6f0d7579c4406a5b3a19cca87615b,2021-12-27T18:52Z,u_417d40175c864e8289a15a86569c2f35,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,unknown,personal,,,[],[]
e_4fcf977461944b52a711aebd1a0fe02a,2021-12-27T19:04Z,u_8918f67f37214b02967f4b8b2e62c6a0,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,personal,personal,,,[],[]
e_8c8e06bc67d14e30af9f5add822e0337,2021-12-27T19:02Z,u_f34e2f054deb49da87b032d1862b2505,phase_2,retweet,e_00dbd9714a4a41bbad5463639309cd02,u_36e08463a375448298c80be0c87cc717,anger,,,[],,personal,personal,,,[],[]
e_ec473378d19f4412849861e2d062965a,2021-12-27T19:05Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_7c200b3648444ccf908b215856a097b4,u_1e6ef7b4adce4a17872c25fd27759726,neutral,,,[],,personal,personal,,,[],[]
e_673cfe7e145a46f3a038289abe00205b,2021-12-27T18:50Z,u_c09cc2a9a4b24fc59e2e43f7fa9e02da,phase_2,retweet,e_22e5ae33739a42a596875e764c0951dc,u_b824a5632ea34274b8926175c0d4ff51,disgust,,,[],,personal,personal,,,[],[]
e_61ac4b21240544859a4d82568b410d40,2021-12-27T19:07Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_a5cc75297e7a4aa1ad3a79c3021d3ff1,u_93bc5f458a404039a6fb703d9fb47a3f,fear,,,[],,personal,personal,,,[],[]
e_3fddc41ab8a54020a739a7c81bce4f5c,2021-12-27T18:44Z,u_417d40175c864e8289a15a86569c2f35,phase_2,retweet,e_74ad5b6cb2fc416a93e881704286aa99,u_f2c6d5eb7c0f42f0be3dbd95a4b3f109,sadness,,,[],,unknown,personal,,,[],[]
e_27968d4be1f24f5c927d3a5d358068a6,2021-12-27T18:54Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_d6d5cbd9e1384ad8a15d44a082759793,u_600894ed5ba64c9d8b02732d544a162f,sadness,,,[],,personal,personal,,,[],[]
e_3fe052d4a8d24b679045d10afca605f7,2021-12-27T18:43Z,u_e76640552b614fcca7275dbae2068157,phase_2,post,,,fear,,,[],,personal,personal,,false,[],[]
e_9ac71c0b2c4544d6a46a83d84c260cff,2021-12-27T18:40Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_48e9099f9f5f42549ea90cfeed181f52,u_4f9a810ba53c4bec921f7c7a6809a808,joy,,,[],,personal,personal,,,[],[]
e_1e805c8df93c4653bf3a0eac6c883405,2021-12-27T18:59Z,u_f82f8a770bdc428fa6629b2281eac407,phase_2,retweet,e_656961093bfb48c08d5a77db00035f5c,u_9b0ad07a145a44809c75af2f03bd8e9c,disgust,,,[],,personal,personal,,,[],[]
e_a51abb53db4546339de3ca66fb650195,2021-12-27T19:08Z,u_417d40175c864e8289a15a86569c2f35,phase_2,retweet,e_c5bf3c3250094ff19ddf244bc827a89f,u_16d5063224e2451fa7f98114091a941a,sadness,,,[],,unknown,personal,,,[],[]
e_cd93b95a2c574957ba0b62cbf5b433e1,2021-12-27T18:50Z,u_417d40175c864e8289a15a86569c2f35,phase_2,retweet,e_86b869a5a980455d9071682b45d203bf,u_5e85edb9078a41a6b7b598b45ccf7416,fear,,,[],,unknown,personal,,,[],[]
e_b08f2ade079640eeaa639a7c29e219d5,2021-12-27T18:52Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_2000ee1b130e4d6cbd656293299feab9,u_a2664ba7a7c0403f96380ed9b20e75e7,fear,,,[],,personal,personal,,,[],[]
e_7a4a842e606f490a8a624c8166e690c0,2021-12-27T18:49Z,u_952aab147f784ddfa93e330f4bde1056,phase_2,retweet,e_183f90d38d7b48d0bc6b3e11e1817931,u_80381f881a4a4f7a938fead5c6f6418d,joy,,,[],,personal,personal,,,[],[]
e_301d93ed695b4ffb80d11637ceef5217,2021-12-27T18:47Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_5d9bbb88249542cf8bbc2ff24b7294b1,u_8b9f802d377f4aae83a5fa223faea7e2,sadness,,,[],,personal,personal,,,[],[]
e_93331609d30348cf9467a4b8054003e1,2021-12-27T18:39Z,u_417d40175c864e8289a15a86569c2f35,phase_2,retweet,e_d6d5cbd9e1384ad8a15d44a082759793,u_600894ed5ba64c9d8b02732d544a162f,sadness,,,[],,unknown,personal,,,[],[]
e_55debc74835744f1a10ceb1b269508a2,2021-12-27T19:09Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_cbe950bb341e45dabcd972d1c29758c0,u_3cd036c0510d415aab01ebe13767deef,sadness,,,[],,personal,personal,,,[],[]
e_3322af0689d24614a906b9c03bb6f47c,2021-12-27T18:40Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_ee442de7d13b4b01be37d1be7281dd11,u_11845d0dae0741a5a3b83b601cbc9fa1,anger,,,[],,personal,personal,,,[],[]
e_00a04754f2e94cc785160588abcf36b3,2021-12-27T19:05Z,u_151c00b5069d4837a6d2f02d0697b124,phase_2,retweet,e_990e36358a9941f38a6f0ea1920a3350,u_d688ca4700464449aee20a077075c7d4,anger,,,[],,personal,personal,,,[],[]
e_1fe31c5e9604410ba7083e80155751c0,2021-12-27T18:52Z,u_ae1db2932c4e4a84b4bba1a4fcb9c657,phase_2,retweet,e_1df0dbdf07c245b2844fb2a854a1f7bb,u_3294803a7ffc4cd3bd2a2affe0558696,sadness,,,[],,personal,personal,,,[],[]
e_da4e6a419db54508bc6b1b9f190128f9,2021-12-27T18:45Z,u_952aab147f784ddfa93e330f4bde1056,phase_2,retweet,e_bbab647625cc4085b9b921b2eba83fa6,u_66331520d1d2492c8bc2054573be2098,anger,,,[],,personal,personal,,,[],[]
e_0221060f6b6b487888051a02277440ea,2021-12-27T19:02Z,u_a6f3b572f2ba47cab9dc6caf0bc661db,phase_2,post,,,disgust,,,[],,personal,personal,,false,[],[]
